Date,Subjectivity,Objectivity,Positive,Negative,Neutral,Label
2010-01-08,58.8235294118,41.1764705882,17.6470588235,41.1764705882,41.1764705882,1
2010-01-11,52.1739130435,47.8260869565,34.7826086957,17.3913043478,47.8260869565,1
2010-01-12,50.0,50.0,18.1818181818,31.8181818182,50.0,0
2010-01-13,43.4782608696,56.5217391304,26.0869565217,17.3913043478,56.5217391304,1
2010-01-14,52.6315789474,47.3684210526,15.7894736842,36.8421052632,47.3684210526,1
2010-01-15,41.6666666667,58.3333333333,41.6666666667,0.0,58.3333333333,0
2010-01-19,27.2727272727,72.7272727273,4.54545454545,22.7272727273,72.7272727273,1
2010-01-20,26.6666666667,73.3333333333,20.0,6.66666666667,73.3333333333,0
2010-01-21,27.5862068966,72.4137931034,17.2413793103,10.3448275862,72.4137931034,0
2010-01-22,39.2857142857,60.7142857143,14.2857142857,25.0,60.7142857143,0
2010-01-25,28.0,72.0,8.0,20.0,72.0,1
2010-01-26,29.1666666667,70.8333333333,12.5,16.6666666667,70.8333333333,0
2010-01-27,22.7272727273,77.2727272727,4.54545454545,18.1818181818,77.2727272727,1
2010-01-28,52.1739130435,47.8260869565,21.7391304348,30.4347826087,47.8260869565,0
2010-01-29,53.8461538462,46.1538461538,23.0769230769,30.7692307692,46.1538461538,0
2010-02-01,31.8181818182,68.1818181818,18.1818181818,13.6363636364,68.1818181818,1
2010-02-02,50.0,50.0,28.5714285714,21.4285714286,50.0,1
2010-02-03,23.8095238095,76.1904761905,19.0476190476,4.7619047619,76.1904761905,0
2010-02-04,35.0,65.0,15.0,20.0,65.0,0
2010-02-05,38.8888888889,61.1111111111,22.2222222222,16.6666666667,61.1111111111,1
2010-02-08,50.0,50.0,10.0,40.0,50.0,0
2010-02-09,44.4444444444,55.5555555556,16.6666666667,27.7777777778,55.5555555556,1
2010-02-10,46.6666666667,53.3333333333,20.0,26.6666666667,53.3333333333,0
2010-02-11,46.6666666667,53.3333333333,20.0,26.6666666667,53.3333333333,1
2010-02-12,35.7142857143,64.2857142857,14.2857142857,21.4285714286,64.2857142857,0
2010-02-16,37.5,62.5,18.75,18.75,62.5,1
2010-02-17,42.1052631579,57.8947368421,31.5789473684,10.5263157895,57.8947368421,1
2010-02-18,33.3333333333,66.6666666667,14.2857142857,19.0476190476,66.6666666667,1
2010-02-19,43.75,56.25,6.25,37.5,56.25,1
2010-02-22,45.4545454545,54.5454545455,9.09090909091,36.3636363636,54.5454545455,0
2010-02-23,50.0,50.0,20.0,30.0,50.0,0
2010-02-24,35.0,65.0,15.0,20.0,65.0,1
2010-02-25,22.2222222222,77.7777777778,11.1111111111,11.1111111111,77.7777777778,0
2010-02-26,25.0,75.0,20.0,5.0,75.0,1
2010-03-01,52.6315789474,47.3684210526,21.0526315789,31.5789473684,47.3684210526,1
2010-03-02,53.3333333333,46.6666666667,20.0,33.3333333333,46.6666666667,1
2010-03-03,38.8888888889,61.1111111111,5.55555555556,33.3333333333,61.1111111111,0
2010-03-04,33.3333333333,66.6666666667,11.1111111111,22.2222222222,66.6666666667,1
2010-03-05,20.0,80.0,10.0,10.0,80.0,1
2010-03-08,50.0,50.0,14.2857142857,35.7142857143,50.0,0
2010-03-09,33.3333333333,66.6666666667,16.6666666667,16.6666666667,66.6666666667,1
2010-03-10,47.0588235294,52.9411764706,17.6470588235,29.4117647059,52.9411764706,1
2010-03-11,66.6666666667,33.3333333333,16.6666666667,50.0,33.3333333333,1
2010-03-12,36.0,64.0,24.0,12.0,64.0,1
2010-03-15,44.4444444444,55.5555555556,22.2222222222,22.2222222222,55.5555555556,1
2010-03-16,48.0,52.0,24.0,24.0,52.0,1
2010-03-17,27.7777777778,72.2222222222,16.6666666667,11.1111111111,72.2222222222,1
2010-03-18,29.4117647059,70.5882352941,5.88235294118,23.5294117647,70.5882352941,1
2010-03-19,45.8333333333,54.1666666667,12.5,33.3333333333,54.1666666667,0
2010-03-22,40.0,60.0,25.0,15.0,60.0,1
2010-03-23,42.3076923077,57.6923076923,7.69230769231,34.6153846154,57.6923076923,1
2010-03-24,22.2222222222,77.7777777778,11.1111111111,11.1111111111,77.7777777778,0
2010-03-25,23.8095238095,76.1904761905,9.52380952381,14.2857142857,76.1904761905,1
2010-03-26,46.6666666667,53.3333333333,0.0,46.6666666667,53.3333333333,1
2010-03-29,50.0,50.0,8.33333333333,41.6666666667,50.0,1
2010-03-30,19.0476190476,80.9523809524,14.2857142857,4.7619047619,80.9523809524,1
2010-03-31,57.1428571429,42.8571428571,21.4285714286,35.7142857143,42.8571428571,0
2010-04-01,56.25,43.75,25.0,31.25,43.75,1
2010-04-05,38.8888888889,61.1111111111,22.2222222222,16.6666666667,61.1111111111,1
2010-04-06,69.2307692308,30.7692307692,23.0769230769,46.1538461538,30.7692307692,0
2010-04-07,40.0,60.0,15.0,25.0,60.0,0
2010-04-08,40.9090909091,59.0909090909,13.6363636364,27.2727272727,59.0909090909,1
2010-04-09,30.4347826087,69.5652173913,8.69565217391,21.7391304348,69.5652173913,1
2010-04-12,55.0,45.0,30.0,25.0,45.0,1
2010-04-13,50.0,50.0,0.0,50.0,50.0,1
2010-04-14,29.4117647059,70.5882352941,11.7647058824,17.6470588235,70.5882352941,1
2010-04-15,31.25,68.75,12.5,18.75,68.75,1
2010-04-16,25.0,75.0,0.0,25.0,75.0,0
2010-04-19,37.5,62.5,18.75,18.75,62.5,1
2010-04-20,41.6666666667,58.3333333333,25.0,16.6666666667,58.3333333333,1
2010-04-21,54.5454545455,45.4545454545,18.1818181818,36.3636363636,45.4545454545,1
2010-04-22,38.0952380952,61.9047619048,14.2857142857,23.8095238095,61.9047619048,1
2010-04-23,58.3333333333,41.6666666667,25.0,33.3333333333,41.6666666667,1
2010-04-26,42.8571428571,57.1428571429,21.4285714286,21.4285714286,57.1428571429,1
2010-04-27,21.4285714286,78.5714285714,7.14285714286,14.2857142857,78.5714285714,0
2010-04-28,52.6315789474,47.3684210526,5.26315789474,47.3684210526,47.3684210526,1
2010-04-29,42.8571428571,57.1428571429,14.2857142857,28.5714285714,57.1428571429,1
2010-04-30,44.4444444444,55.5555555556,16.6666666667,27.7777777778,55.5555555556,0
2010-05-03,38.8888888889,61.1111111111,11.1111111111,27.7777777778,61.1111111111,1
2010-05-04,40.9090909091,59.0909090909,18.1818181818,22.7272727273,59.0909090909,0
2010-05-05,42.1052631579,57.8947368421,26.3157894737,15.7894736842,57.8947368421,0
2010-05-06,16.6666666667,83.3333333333,0.0,16.6666666667,83.3333333333,0
2010-05-07,37.5,62.5,25.0,12.5,62.5,0
2010-05-10,40.0,60.0,10.0,30.0,60.0,1
2010-05-11,38.8888888889,61.1111111111,11.1111111111,27.7777777778,61.1111111111,0
2010-05-12,25.0,75.0,12.5,12.5,75.0,1
2010-05-13,30.4347826087,69.5652173913,13.0434782609,17.3913043478,69.5652173913,0
2010-05-14,35.2941176471,64.7058823529,5.88235294118,29.4117647059,64.7058823529,0
2010-05-17,42.8571428571,57.1428571429,21.4285714286,21.4285714286,57.1428571429,1
2010-05-18,41.1764705882,58.8235294118,29.4117647059,11.7647058824,58.8235294118,0
2010-05-19,21.7391304348,78.2608695652,17.3913043478,4.34782608696,78.2608695652,0
2010-05-20,38.8888888889,61.1111111111,11.1111111111,27.7777777778,61.1111111111,0
2010-05-21,50.0,50.0,37.5,12.5,50.0,1
2010-05-24,28.5714285714,71.4285714286,14.2857142857,14.2857142857,71.4285714286,0
2010-05-25,27.5862068966,72.4137931034,13.7931034483,13.7931034483,72.4137931034,0
2010-05-26,53.3333333333,46.6666666667,40.0,13.3333333333,46.6666666667,0
2010-05-27,75.0,25.0,41.6666666667,33.3333333333,25.0,1
2010-05-28,27.2727272727,72.7272727273,13.6363636364,13.6363636364,72.7272727273,0
2010-06-01,30.7692307692,69.2307692308,15.3846153846,15.3846153846,69.2307692308,0
2010-06-02,56.5217391304,43.4782608696,17.3913043478,39.1304347826,43.4782608696,1
2010-06-03,25.0,75.0,5.0,20.0,75.0,1
2010-06-04,52.9411764706,47.0588235294,11.7647058824,41.1764705882,47.0588235294,0
2010-06-07,36.8421052632,63.1578947368,15.7894736842,21.0526315789,63.1578947368,0
2010-06-08,47.0588235294,52.9411764706,5.88235294118,41.1764705882,52.9411764706,1
2010-06-09,43.4782608696,56.5217391304,21.7391304348,21.7391304348,56.5217391304,0
2010-06-10,33.3333333333,66.6666666667,6.66666666667,26.6666666667,66.6666666667,1
2010-06-11,42.1052631579,57.8947368421,21.0526315789,21.0526315789,57.8947368421,1
2010-06-14,35.2941176471,64.7058823529,17.6470588235,17.6470588235,64.7058823529,0
2010-06-15,52.6315789474,47.3684210526,15.7894736842,36.8421052632,47.3684210526,1
2010-06-16,50.0,50.0,22.2222222222,27.7777777778,50.0,1
2010-06-17,50.0,50.0,33.3333333333,16.6666666667,50.0,1
2010-06-18,38.0952380952,61.9047619048,14.2857142857,23.8095238095,61.9047619048,1
2010-06-21,28.5714285714,71.4285714286,9.52380952381,19.0476190476,71.4285714286,0
2010-06-22,42.8571428571,57.1428571429,14.2857142857,28.5714285714,57.1428571429,0
2010-06-23,37.5,62.5,18.75,18.75,62.5,1
2010-06-24,44.4444444444,55.5555555556,22.2222222222,22.2222222222,55.5555555556,0
2010-06-25,41.6666666667,58.3333333333,8.33333333333,33.3333333333,58.3333333333,0
2010-06-28,42.3076923077,57.6923076923,11.5384615385,30.7692307692,57.6923076923,0
2010-06-29,41.1764705882,58.8235294118,17.6470588235,23.5294117647,58.8235294118,0
2010-06-30,41.1764705882,58.8235294118,11.7647058824,29.4117647059,58.8235294118,0
2010-07-01,55.5555555556,44.4444444444,44.4444444444,11.1111111111,44.4444444444,0
2010-07-02,33.3333333333,66.6666666667,0.0,33.3333333333,66.6666666667,0
2010-07-06,66.6666666667,33.3333333333,44.4444444444,22.2222222222,33.3333333333,1
2010-07-07,77.7777777778,22.2222222222,33.3333333333,44.4444444444,22.2222222222,1
2010-07-08,83.3333333333,16.6666666667,16.6666666667,66.6666666667,16.6666666667,1
2010-07-09,36.3636363636,63.6363636364,18.1818181818,18.1818181818,63.6363636364,1
2010-07-12,71.4285714286,28.5714285714,0.0,71.4285714286,28.5714285714,1
2010-07-13,50.0,50.0,25.0,25.0,50.0,1
2010-07-14,53.3333333333,46.6666666667,13.3333333333,40.0,46.6666666667,1
2010-07-15,50.0,50.0,40.0,10.0,50.0,0
2010-07-16,47.3684210526,52.6315789474,21.0526315789,26.3157894737,52.6315789474,0
2010-07-19,54.5454545455,45.4545454545,27.2727272727,27.2727272727,45.4545454545,1
2010-07-20,23.5294117647,76.4705882353,11.7647058824,11.7647058824,76.4705882353,1
2010-07-21,66.6666666667,33.3333333333,33.3333333333,33.3333333333,33.3333333333,0
2010-07-22,33.3333333333,66.6666666667,33.3333333333,0.0,66.6666666667,1
2010-07-23,71.4285714286,28.5714285714,42.8571428571,28.5714285714,28.5714285714,1
2010-07-26,27.2727272727,72.7272727273,18.1818181818,9.09090909091,72.7272727273,1
2010-07-27,77.7777777778,22.2222222222,33.3333333333,44.4444444444,22.2222222222,1
2010-07-28,45.4545454545,54.5454545455,27.2727272727,18.1818181818,54.5454545455,0
2010-07-29,55.5555555556,44.4444444444,22.2222222222,33.3333333333,44.4444444444,0
2010-07-30,50.0,50.0,10.0,40.0,50.0,0
2010-08-02,50.0,50.0,30.0,20.0,50.0,1
2010-08-03,61.5384615385,38.4615384615,30.7692307692,30.7692307692,38.4615384615,0
2010-08-04,80.0,20.0,0.0,80.0,20.0,1
2010-08-05,50.0,50.0,20.0,30.0,50.0,0
2010-08-06,50.0,50.0,0.0,50.0,50.0,0
2010-08-09,23.0769230769,76.9230769231,7.69230769231,15.3846153846,76.9230769231,1
2010-08-10,58.3333333333,41.6666666667,16.6666666667,41.6666666667,41.6666666667,0
2010-08-11,62.5,37.5,50.0,12.5,37.5,0
2010-08-12,80.0,20.0,60.0,20.0,20.0,0
2010-08-13,72.7272727273,27.2727272727,45.4545454545,27.2727272727,27.2727272727,0
2010-08-16,61.5384615385,38.4615384615,46.1538461538,15.3846153846,38.4615384615,0
2010-08-17,71.4285714286,28.5714285714,42.8571428571,28.5714285714,28.5714285714,1
2010-08-18,33.3333333333,66.6666666667,16.6666666667,16.6666666667,66.6666666667,1
2010-08-19,54.5454545455,45.4545454545,36.3636363636,18.1818181818,45.4545454545,0
2010-08-20,25.0,75.0,12.5,12.5,75.0,0
2010-08-23,33.3333333333,66.6666666667,16.6666666667,16.6666666667,66.6666666667,0
2010-08-24,77.7777777778,22.2222222222,44.4444444444,33.3333333333,22.2222222222,0
2010-08-25,55.5555555556,44.4444444444,22.2222222222,33.3333333333,44.4444444444,1
2010-08-26,83.3333333333,16.6666666667,33.3333333333,50.0,16.6666666667,0
2010-08-27,50.0,50.0,33.3333333333,16.6666666667,50.0,1
2010-08-30,31.25,68.75,12.5,18.75,68.75,0
2010-08-31,40.0,60.0,10.0,30.0,60.0,1
2010-09-01,42.8571428571,57.1428571429,21.4285714286,21.4285714286,57.1428571429,1
2010-09-02,45.4545454545,54.5454545455,18.1818181818,27.2727272727,54.5454545455,1
2010-09-03,40.0,60.0,10.0,30.0,60.0,1
2010-09-07,50.0,50.0,28.5714285714,21.4285714286,50.0,0
2010-09-08,50.0,50.0,35.7142857143,14.2857142857,50.0,1
2010-09-09,80.0,20.0,20.0,60.0,20.0,1
2010-09-10,36.8421052632,63.1578947368,0.0,36.8421052632,63.1578947368,1
2010-09-13,42.8571428571,57.1428571429,14.2857142857,28.5714285714,57.1428571429,1
2010-09-14,83.3333333333,16.6666666667,0.0,83.3333333333,16.6666666667,0
2010-09-15,36.3636363636,63.6363636364,9.09090909091,27.2727272727,63.6363636364,1
2010-09-16,37.5,62.5,12.5,25.0,62.5,1
2010-09-17,33.3333333333,66.6666666667,26.6666666667,6.66666666667,66.6666666667,1
2010-09-20,73.3333333333,26.6666666667,40.0,33.3333333333,26.6666666667,1
2010-09-21,45.4545454545,54.5454545455,18.1818181818,27.2727272727,54.5454545455,1
2010-09-22,71.4285714286,28.5714285714,42.8571428571,28.5714285714,28.5714285714,0
2010-09-23,58.3333333333,41.6666666667,25.0,33.3333333333,41.6666666667,0
2010-09-24,35.7142857143,64.2857142857,14.2857142857,21.4285714286,64.2857142857,1
2010-09-27,57.1428571429,42.8571428571,0.0,57.1428571429,42.8571428571,0
2010-09-28,57.1428571429,42.8571428571,42.8571428571,14.2857142857,42.8571428571,1
2010-09-29,66.6666666667,33.3333333333,33.3333333333,33.3333333333,33.3333333333,0
2010-09-30,40.0,60.0,10.0,30.0,60.0,0
2010-10-01,60.0,40.0,20.0,40.0,40.0,1
2010-10-04,58.3333333333,41.6666666667,8.33333333333,50.0,41.6666666667,0
2010-10-05,80.0,20.0,20.0,60.0,20.0,1
2010-10-06,50.0,50.0,20.0,30.0,50.0,1
2010-10-07,87.5,12.5,50.0,37.5,12.5,0
2010-10-08,50.0,50.0,20.0,30.0,50.0,1
2010-10-11,44.4444444444,55.5555555556,16.6666666667,27.7777777778,55.5555555556,1
2010-10-12,41.6666666667,58.3333333333,16.6666666667,25.0,58.3333333333,1
2010-10-13,63.6363636364,36.3636363636,18.1818181818,45.4545454545,36.3636363636,1
2010-10-14,44.4444444444,55.5555555556,22.2222222222,22.2222222222,55.5555555556,0
2010-10-15,53.8461538462,46.1538461538,23.0769230769,30.7692307692,46.1538461538,0
2010-10-18,70.0,30.0,10.0,60.0,30.0,1
2010-10-19,66.6666666667,33.3333333333,44.4444444444,22.2222222222,33.3333333333,0
2010-10-20,50.0,50.0,20.0,30.0,50.0,1
2010-10-21,28.5714285714,71.4285714286,0.0,28.5714285714,71.4285714286,1
2010-10-22,57.1428571429,42.8571428571,0.0,57.1428571429,42.8571428571,0
2010-10-25,40.0,60.0,0.0,40.0,60.0,1
2010-10-26,46.1538461538,53.8461538462,15.3846153846,30.7692307692,53.8461538462,1
2010-10-27,50.0,50.0,10.0,40.0,50.0,0
2010-10-28,100.0,0.0,60.0,40.0,0.0,0
2010-10-29,33.3333333333,66.6666666667,8.33333333333,25.0,66.6666666667,1
2010-11-01,53.3333333333,46.6666666667,20.0,33.3333333333,46.6666666667,1
2010-11-02,58.3333333333,41.6666666667,33.3333333333,25.0,41.6666666667,1
2010-11-03,36.8421052632,63.1578947368,10.5263157895,26.3157894737,63.1578947368,1
2010-11-04,46.1538461538,53.8461538462,7.69230769231,38.4615384615,53.8461538462,1
2010-11-05,52.1739130435,47.8260869565,21.7391304348,30.4347826087,47.8260869565,1
2010-11-08,71.4285714286,28.5714285714,28.5714285714,42.8571428571,28.5714285714,0
2010-11-09,44.4444444444,55.5555555556,0.0,44.4444444444,55.5555555556,0
2010-11-10,40.0,60.0,13.3333333333,26.6666666667,60.0,1
2010-11-11,46.1538461538,53.8461538462,30.7692307692,15.3846153846,53.8461538462,0
2010-11-12,66.6666666667,33.3333333333,16.6666666667,50.0,33.3333333333,0
2010-11-15,31.25,68.75,12.5,18.75,68.75,1
2010-11-16,36.3636363636,63.6363636364,18.1818181818,18.1818181818,63.6363636364,0
2010-11-17,26.6666666667,73.3333333333,6.66666666667,20.0,73.3333333333,0
2010-11-18,66.6666666667,33.3333333333,16.6666666667,50.0,33.3333333333,1
2010-11-19,71.4285714286,28.5714285714,28.5714285714,42.8571428571,28.5714285714,1
2010-11-22,50.0,50.0,0.0,50.0,50.0,0
2010-11-23,70.0,30.0,20.0,50.0,30.0,0
2010-11-24,50.0,50.0,30.0,20.0,50.0,1
2010-11-26,53.3333333333,46.6666666667,40.0,13.3333333333,46.6666666667,0
2010-11-29,37.5,62.5,12.5,25.0,62.5,0
2010-11-30,60.0,40.0,26.6666666667,33.3333333333,40.0,0
2010-12-01,27.2727272727,72.7272727273,9.09090909091,18.1818181818,72.7272727273,1
2010-12-02,50.0,50.0,25.0,25.0,50.0,1
2010-12-03,30.0,70.0,20.0,10.0,70.0,1
2010-12-06,37.5,62.5,12.5,25.0,62.5,0
2010-12-07,31.25,68.75,31.25,0.0,68.75,0
2010-12-08,50.0,50.0,21.4285714286,28.5714285714,50.0,1
2010-12-09,54.5454545455,45.4545454545,9.09090909091,45.4545454545,45.4545454545,0
2010-12-10,16.6666666667,83.3333333333,0.0,16.6666666667,83.3333333333,1
2010-12-13,75.0,25.0,12.5,62.5,25.0,1
2010-12-14,38.4615384615,61.5384615385,15.3846153846,23.0769230769,61.5384615385,1
2010-12-15,80.0,20.0,20.0,60.0,20.0,0
2010-12-16,83.3333333333,16.6666666667,16.6666666667,66.6666666667,16.6666666667,1
2010-12-17,40.0,60.0,33.3333333333,6.66666666667,60.0,0
2010-12-20,63.6363636364,36.3636363636,9.09090909091,54.5454545455,36.3636363636,0
2010-12-21,46.1538461538,53.8461538462,7.69230769231,38.4615384615,53.8461538462,1
2010-12-22,60.0,40.0,30.0,30.0,40.0,1
2010-12-23,41.6666666667,58.3333333333,8.33333333333,33.3333333333,58.3333333333,1
2010-12-27,37.5,62.5,31.25,6.25,62.5,0
2010-12-28,58.3333333333,41.6666666667,16.6666666667,41.6666666667,41.6666666667,1
2010-12-29,53.8461538462,46.1538461538,30.7692307692,23.0769230769,46.1538461538,1
2010-12-30,60.0,40.0,40.0,20.0,40.0,0
2010-12-31,50.0,50.0,16.6666666667,33.3333333333,50.0,1
2011-01-03,30.4347826087,69.5652173913,26.0869565217,4.34782608696,69.5652173913,1
2011-01-04,36.3636363636,63.6363636364,18.1818181818,18.1818181818,63.6363636364,1
2011-01-05,31.25,68.75,12.5,18.75,68.75,1
2011-01-06,62.5,37.5,12.5,50.0,37.5,0
2011-01-07,66.6666666667,33.3333333333,25.0,41.6666666667,33.3333333333,0
2011-01-10,53.3333333333,46.6666666667,33.3333333333,20.0,46.6666666667,0
2011-01-11,50.0,50.0,25.0,25.0,50.0,1
2011-01-12,40.0,60.0,20.0,20.0,60.0,1
2011-01-13,50.0,50.0,50.0,0.0,50.0,0
2011-01-14,100.0,0.0,33.3333333333,66.6666666667,0.0,1
2011-01-18,33.3333333333,66.6666666667,22.2222222222,11.1111111111,66.6666666667,1
2011-01-19,66.6666666667,33.3333333333,33.3333333333,33.3333333333,33.3333333333,0
2011-01-20,71.4285714286,28.5714285714,14.2857142857,57.1428571429,28.5714285714,0
2011-01-21,50.0,50.0,15.0,35.0,50.0,1
2011-01-24,100.0,0.0,42.8571428571,57.1428571429,0.0,1
2011-01-25,61.5384615385,38.4615384615,15.3846153846,46.1538461538,38.4615384615,0
2011-01-26,57.1428571429,42.8571428571,14.2857142857,42.8571428571,42.8571428571,1
2011-01-27,57.1428571429,42.8571428571,28.5714285714,28.5714285714,42.8571428571,1
2011-01-28,92.8571428571,7.14285714286,42.8571428571,50.0,7.14285714286,0
2011-01-31,75.0,25.0,37.5,37.5,25.0,1
2011-02-01,50.0,50.0,40.0,10.0,50.0,1
2011-02-02,53.8461538462,46.1538461538,23.0769230769,30.7692307692,46.1538461538,1
2011-02-03,41.6666666667,58.3333333333,25.0,16.6666666667,58.3333333333,1
2011-02-04,87.5,12.5,37.5,50.0,12.5,1
2011-02-07,62.5,37.5,0.0,62.5,37.5,1
2011-02-08,28.5714285714,71.4285714286,14.2857142857,14.2857142857,71.4285714286,1
2011-02-09,54.5454545455,45.4545454545,9.09090909091,45.4545454545,45.4545454545,1
2011-02-10,42.8571428571,57.1428571429,28.5714285714,14.2857142857,57.1428571429,0
2011-02-11,66.6666666667,33.3333333333,33.3333333333,33.3333333333,33.3333333333,1
2011-02-14,70.0,30.0,30.0,40.0,30.0,0
2011-02-15,57.1428571429,42.8571428571,21.4285714286,35.7142857143,42.8571428571,0
2011-02-16,62.5,37.5,0.0,62.5,37.5,1
2011-02-17,55.5555555556,44.4444444444,33.3333333333,22.2222222222,44.4444444444,1
2011-02-18,57.1428571429,42.8571428571,14.2857142857,42.8571428571,42.8571428571,1
2011-02-22,33.3333333333,66.6666666667,26.6666666667,6.66666666667,66.6666666667,0
2011-02-23,15.7894736842,84.2105263158,5.26315789474,10.5263157895,84.2105263158,0
2011-02-24,58.3333333333,41.6666666667,16.6666666667,41.6666666667,41.6666666667,0
2011-02-25,45.4545454545,54.5454545455,18.1818181818,27.2727272727,54.5454545455,1
2011-02-28,58.3333333333,41.6666666667,16.6666666667,41.6666666667,41.6666666667,1
2011-03-01,50.0,50.0,30.0,20.0,50.0,0
2011-03-02,66.6666666667,33.3333333333,13.3333333333,53.3333333333,33.3333333333,1
2011-03-03,31.25,68.75,12.5,18.75,68.75,1
2011-03-04,66.6666666667,33.3333333333,33.3333333333,33.3333333333,33.3333333333,0
2011-03-07,37.5,62.5,12.5,25.0,62.5,0
2011-03-08,88.8888888889,11.1111111111,44.4444444444,44.4444444444,11.1111111111,1
2011-03-09,33.3333333333,66.6666666667,11.1111111111,22.2222222222,66.6666666667,0
2011-03-10,100.0,0.0,50.0,50.0,0.0,0
2011-03-11,16.6666666667,83.3333333333,16.6666666667,0.0,83.3333333333,1
2011-03-14,40.0,60.0,26.6666666667,13.3333333333,60.0,0
2011-03-15,56.25,43.75,31.25,25.0,43.75,0
2011-03-16,22.7272727273,77.2727272727,4.54545454545,18.1818181818,77.2727272727,0
2011-03-17,42.8571428571,57.1428571429,28.5714285714,14.2857142857,57.1428571429,1
2011-03-18,60.0,40.0,40.0,20.0,40.0,1
2011-03-21,60.0,40.0,20.0,40.0,40.0,1
2011-03-22,50.0,50.0,16.6666666667,33.3333333333,50.0,0
2011-03-23,57.1428571429,42.8571428571,28.5714285714,28.5714285714,42.8571428571,1
2011-03-24,42.8571428571,57.1428571429,0.0,42.8571428571,57.1428571429,1
2011-03-25,63.6363636364,36.3636363636,18.1818181818,45.4545454545,36.3636363636,1
2011-03-28,41.6666666667,58.3333333333,0.0,41.6666666667,58.3333333333,0
2011-03-29,16.6666666667,83.3333333333,16.6666666667,0.0,83.3333333333,1
2011-03-30,57.1428571429,42.8571428571,28.5714285714,28.5714285714,42.8571428571,1
2011-03-31,28.5714285714,71.4285714286,0.0,28.5714285714,71.4285714286,0
2011-04-01,61.5384615385,38.4615384615,38.4615384615,23.0769230769,38.4615384615,1
2011-04-04,42.8571428571,57.1428571429,21.4285714286,21.4285714286,57.1428571429,1
2011-04-05,40.0,60.0,0.0,40.0,60.0,0
2011-04-06,50.0,50.0,8.33333333333,41.6666666667,50.0,1
2011-04-07,45.4545454545,54.5454545455,9.09090909091,36.3636363636,54.5454545455,0
2011-04-08,28.5714285714,71.4285714286,0.0,28.5714285714,71.4285714286,0
2011-04-11,66.6666666667,33.3333333333,33.3333333333,33.3333333333,33.3333333333,1
2011-04-12,44.4444444444,55.5555555556,0.0,44.4444444444,55.5555555556,0
2011-04-13,58.3333333333,41.6666666667,25.0,33.3333333333,41.6666666667,1
2011-04-14,75.0,25.0,37.5,37.5,25.0,1
2011-04-15,85.7142857143,14.2857142857,0.0,85.7142857143,14.2857142857,1
2011-04-18,50.0,50.0,25.0,25.0,50.0,0
2011-04-19,66.6666666667,33.3333333333,16.6666666667,50.0,33.3333333333,1
2011-04-20,66.6666666667,33.3333333333,50.0,16.6666666667,33.3333333333,1
2011-04-21,,,,,,1
2011-04-25,50.0,50.0,14.2857142857,35.7142857143,50.0,0
2011-04-26,71.4285714286,28.5714285714,28.5714285714,42.8571428571,28.5714285714,1
2011-04-27,37.5,62.5,12.5,25.0,62.5,1
2011-04-28,87.5,12.5,50.0,37.5,12.5,1
2011-04-29,57.1428571429,42.8571428571,14.2857142857,42.8571428571,42.8571428571,1
2011-05-02,45.4545454545,54.5454545455,9.09090909091,36.3636363636,54.5454545455,0
2011-05-03,33.3333333333,66.6666666667,33.3333333333,0.0,66.6666666667,1
2011-05-04,60.0,40.0,40.0,20.0,40.0,0
2011-05-05,21.4285714286,78.5714285714,7.14285714286,14.2857142857,78.5714285714,0
2011-05-06,58.3333333333,41.6666666667,33.3333333333,25.0,41.6666666667,1
2011-05-09,57.1428571429,42.8571428571,0.0,57.1428571429,42.8571428571,1
2011-05-10,80.0,20.0,20.0,60.0,20.0,1
2011-05-11,60.0,40.0,50.0,10.0,40.0,0
2011-05-12,26.3157894737,73.6842105263,10.5263157895,15.7894736842,73.6842105263,1
2011-05-13,50.0,50.0,0.0,50.0,50.0,0
2011-05-16,41.6666666667,58.3333333333,8.33333333333,33.3333333333,58.3333333333,0
2011-05-17,60.0,40.0,40.0,20.0,40.0,0
2011-05-18,73.3333333333,26.6666666667,26.6666666667,46.6666666667,26.6666666667,1
2011-05-19,28.5714285714,71.4285714286,0.0,28.5714285714,71.4285714286,1
2011-05-20,45.4545454545,54.5454545455,18.1818181818,27.2727272727,54.5454545455,0
2011-05-23,54.5454545455,45.4545454545,18.1818181818,36.3636363636,45.4545454545,0
2011-05-24,60.0,40.0,40.0,20.0,40.0,0
2011-05-25,55.5555555556,44.4444444444,22.2222222222,33.3333333333,44.4444444444,1
2011-05-26,60.0,40.0,20.0,40.0,40.0,1
2011-05-27,66.6666666667,33.3333333333,0.0,66.6666666667,33.3333333333,1
2011-05-31,100.0,0.0,25.0,75.0,0.0,1
2011-06-01,46.6666666667,53.3333333333,20.0,26.6666666667,53.3333333333,0
2011-06-02,41.1764705882,58.8235294118,23.5294117647,17.6470588235,58.8235294118,0
2011-06-03,50.0,50.0,25.0,25.0,50.0,0
2011-06-06,71.4285714286,28.5714285714,42.8571428571,28.5714285714,28.5714285714,0
2011-06-07,44.4444444444,55.5555555556,11.1111111111,33.3333333333,55.5555555556,0
2011-06-08,75.0,25.0,50.0,25.0,25.0,0
2011-06-09,37.5,62.5,25.0,12.5,62.5,1
2011-06-10,30.0,70.0,20.0,10.0,70.0,0
2011-06-13,100.0,0.0,0.0,100.0,0.0,1
2011-06-14,50.0,50.0,16.6666666667,33.3333333333,50.0,1
